61	0
61	1
62	1
63	1
63	1
63	1
63	1
64	0
64	1
64	1
64	1
65	1
66	2
67	3
67	0
67	0
67	0
67	4
67	0
67	0
67	0
67	4
67	3
67	2
67	0
67	0
67	3
67	1
67	0
67	0
67	0
68	5
68	5
69	0
69	0
70	1
71	0
71	0
71	0
71	0
71	0
71	1
71	1
71	0
72	0
72	1
73	1
73	2
74	1
75	6
75	6
75	0
75	0
75	6
75	6
76	4
76	1
76	1
76	7
76	1
76	1
77	8
78	1
79	0
80	4
80	4
80	4
80	4
81	2
82	4
82	9
83	1
83	1
83	2
83	1
83	2
83	1
83	1
84	0
84	1
84	1
84	1
84	0
84	1
84	1
85	3
86	1
87	1
87	1
88	0
88	0
88	0
88	10
88	0
88	0
88	0
88	0
88	0
88	0
88	0
88	0
89	3
89	3
89	2
89	3
89	0
90	0
90	0
90	0
90	0
90	2
91	0
91	1
91	1
92	3
92	1
92	0
92	0
92	11
92	4
92	3
92	7
92	0
92	4
92	0
92	2
92	12
92	0
93	3
93	1
93	1
93	13
93	1
93	0
94	14
94	1
94	1
95	0
95	0
96	15
96	15
97	1
97	1
97	1
97	0
97	1
97	1
97	1
97	0
97	1
97	1
97	1
97	3
98	1
99	1
99	1
100	2
100	1
100	1
100	0
100	0
101	0
101	11
101	0
101	0
101	11
101	0
101	16
101	0
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	17
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	0
102	0
102	1
102	1
102	1
102	1
102	0
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	0
102	1
102	1
102	2
102	1
102	1
102	0
102	0
102	1
102	1
102	1
102	1
102	1
102	0
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	0
102	1
102	0
102	1
102	0
102	1
102	1
102	1
102	2
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	0
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	1
103	18
103	2
103	0
104	1
104	0
105	1
106	1
107	3
107	2
107	1
107	0
107	0
107	12
107	0
107	4
107	0
107	0
108	2
108	2
109	1
110	1
110	0
110	0
110	0
110	19
110	0
110	0
110	0
110	0
110	0
110	0
110	0
110	1
110	0
110	16
110	0
110	0
110	0
110	0
110	0
110	4
110	0
110	0
110	0
110	0
110	11
110	0
110	0
110	4
110	0
110	0
110	0
110	0
