Epoch: 001, Train: 0.2778, Test: 0.4545
Epoch: 002, Train: 0.3000, Test: 0.4545
Epoch: 003, Train: 0.3778, Test: 0.4545
Epoch: 004, Train: 0.3889, Test: 0.4545
Epoch: 005, Train: 0.4556, Test: 0.3636
Epoch: 006, Train: 0.4556, Test: 0.3636
Epoch: 007, Train: 0.5222, Test: 0.3636
Epoch: 008, Train: 0.5556, Test: 0.1818
Epoch: 009, Train: 0.5444, Test: 0.1818
Epoch: 010, Train: 0.5667, Test: 0.1818
Epoch: 011, Train: 0.5778, Test: 0.1818
Epoch: 012, Train: 0.6222, Test: 0.1818
Epoch: 013, Train: 0.6556, Test: 0.2727
Epoch: 014, Train: 0.6667, Test: 0.2727
Epoch: 015, Train: 0.6556, Test: 0.2727
Epoch: 016, Train: 0.6778, Test: 0.2727
Epoch: 017, Train: 0.7000, Test: 0.3636
Epoch: 018, Train: 0.6889, Test: 0.3636
Epoch: 019, Train: 0.6889, Test: 0.3636
Epoch: 020, Train: 0.7000, Test: 0.3636
Epoch: 021, Train: 0.7111, Test: 0.3636
Epoch: 022, Train: 0.7222, Test: 0.3636
Epoch: 023, Train: 0.7222, Test: 0.3636
Epoch: 024, Train: 0.7556, Test: 0.3636
Epoch: 025, Train: 0.7667, Test: 0.3636
Epoch: 026, Train: 0.7889, Test: 0.3636
Epoch: 027, Train: 0.8000, Test: 0.3636
Epoch: 028, Train: 0.8000, Test: 0.3636
Epoch: 029, Train: 0.7778, Test: 0.3636
Epoch: 030, Train: 0.7778, Test: 0.3636
Epoch: 031, Train: 0.7889, Test: 0.3636
Epoch: 032, Train: 0.7889, Test: 0.3636
Epoch: 033, Train: 0.8000, Test: 0.3636
Epoch: 034, Train: 0.8222, Test: 0.3636
Epoch: 035, Train: 0.8222, Test: 0.3636
Epoch: 036, Train: 0.8222, Test: 0.3636
Epoch: 037, Train: 0.8444, Test: 0.3636
Epoch: 038, Train: 0.8667, Test: 0.3636
Epoch: 039, Train: 0.8667, Test: 0.3636
Epoch: 040, Train: 0.8667, Test: 0.3636
Epoch: 041, Train: 0.8778, Test: 0.3636
Epoch: 042, Train: 0.8778, Test: 0.3636
Epoch: 043, Train: 0.8667, Test: 0.3636
Epoch: 044, Train: 0.8667, Test: 0.3636
Epoch: 045, Train: 0.8667, Test: 0.3636
Epoch: 046, Train: 0.8778, Test: 0.3636
Epoch: 047, Train: 0.9000, Test: 0.3636
Epoch: 048, Train: 0.9000, Test: 0.3636
Epoch: 049, Train: 0.9000, Test: 0.3636
Epoch: 050, Train: 0.9000, Test: 0.3636
Epoch: 051, Train: 0.8889, Test: 0.3636
Epoch: 052, Train: 0.8889, Test: 0.3636
Epoch: 053, Train: 0.8889, Test: 0.2727
Epoch: 054, Train: 0.8889, Test: 0.2727
Epoch: 055, Train: 0.8889, Test: 0.2727
Epoch: 056, Train: 0.8889, Test: 0.2727
Epoch: 057, Train: 0.8889, Test: 0.2727
Epoch: 058, Train: 0.9111, Test: 0.2727
Epoch: 059, Train: 0.9111, Test: 0.2727
Epoch: 060, Train: 0.9111, Test: 0.2727
Epoch: 061, Train: 0.9111, Test: 0.2727
Epoch: 062, Train: 0.9222, Test: 0.2727
Epoch: 063, Train: 0.9222, Test: 0.2727
Epoch: 064, Train: 0.9333, Test: 0.2727
Epoch: 065, Train: 0.9333, Test: 0.2727
Epoch: 066, Train: 0.9333, Test: 0.2727
Epoch: 067, Train: 0.9333, Test: 0.2727
Epoch: 068, Train: 0.9333, Test: 0.2727
Epoch: 069, Train: 0.9333, Test: 0.2727
Epoch: 070, Train: 0.9444, Test: 0.2727
Epoch: 071, Train: 0.9556, Test: 0.2727
Epoch: 072, Train: 0.9556, Test: 0.2727
Epoch: 073, Train: 0.9556, Test: 0.2727
Epoch: 074, Train: 0.9556, Test: 0.2727
Epoch: 075, Train: 0.9556, Test: 0.2727
Epoch: 076, Train: 0.9556, Test: 0.2727
Epoch: 077, Train: 0.9556, Test: 0.2727
Epoch: 078, Train: 0.9667, Test: 0.2727
Epoch: 079, Train: 0.9667, Test: 0.2727
Epoch: 080, Train: 0.9667, Test: 0.2727
Epoch: 081, Train: 0.9667, Test: 0.2727
Epoch: 082, Train: 0.9667, Test: 0.2727
Epoch: 083, Train: 0.9667, Test: 0.2727
Epoch: 084, Train: 0.9667, Test: 0.2727
Epoch: 085, Train: 0.9556, Test: 0.2727
Epoch: 086, Train: 0.9556, Test: 0.2727
Epoch: 087, Train: 0.9556, Test: 0.2727
Epoch: 088, Train: 0.9556, Test: 0.2727
Epoch: 089, Train: 0.9556, Test: 0.2727
Epoch: 090, Train: 0.9556, Test: 0.2727
Epoch: 091, Train: 0.9667, Test: 0.2727
Epoch: 092, Train: 0.9667, Test: 0.2727
Epoch: 093, Train: 0.9667, Test: 0.2727
Epoch: 094, Train: 0.9667, Test: 0.2727
Epoch: 095, Train: 0.9667, Test: 0.2727
Epoch: 096, Train: 0.9667, Test: 0.2727
Epoch: 097, Train: 0.9778, Test: 0.2727
Epoch: 098, Train: 0.9778, Test: 0.2727
Epoch: 099, Train: 0.9667, Test: 0.2727
Epoch: 100, Train: 0.9667, Test: 0.3636
Epoch: 101, Train: 0.9667, Test: 0.3636
Epoch: 102, Train: 0.9667, Test: 0.3636
Epoch: 103, Train: 0.9778, Test: 0.2727
Epoch: 104, Train: 0.9778, Test: 0.2727
Epoch: 105, Train: 0.9778, Test: 0.2727
Epoch: 106, Train: 0.9778, Test: 0.2727
Epoch: 107, Train: 0.9778, Test: 0.2727
Epoch: 108, Train: 0.9778, Test: 0.2727
Epoch: 109, Train: 0.9778, Test: 0.2727
Epoch: 110, Train: 0.9667, Test: 0.2727
Epoch: 111, Train: 0.9667, Test: 0.2727
Epoch: 112, Train: 0.9667, Test: 0.2727
Epoch: 113, Train: 0.9667, Test: 0.3636
Epoch: 114, Train: 0.9778, Test: 0.3636
Epoch: 115, Train: 0.9778, Test: 0.3636
Epoch: 116, Train: 0.9778, Test: 0.3636
Epoch: 117, Train: 0.9778, Test: 0.2727
Epoch: 118, Train: 0.9778, Test: 0.2727
Epoch: 119, Train: 0.9778, Test: 0.2727
Epoch: 120, Train: 0.9778, Test: 0.2727
Epoch: 121, Train: 0.9778, Test: 0.2727
Epoch: 122, Train: 0.9778, Test: 0.2727
Epoch: 123, Train: 0.9778, Test: 0.3636
Epoch: 124, Train: 0.9778, Test: 0.3636
Epoch: 125, Train: 0.9778, Test: 0.3636
Epoch: 126, Train: 0.9778, Test: 0.2727
Epoch: 127, Train: 0.9778, Test: 0.2727
Epoch: 128, Train: 0.9778, Test: 0.2727
Epoch: 129, Train: 0.9778, Test: 0.2727
Epoch: 130, Train: 0.9778, Test: 0.2727
Epoch: 131, Train: 0.9778, Test: 0.2727
Epoch: 132, Train: 0.9778, Test: 0.2727
Epoch: 133, Train: 0.9778, Test: 0.2727
Epoch: 134, Train: 0.9778, Test: 0.2727
Epoch: 135, Train: 0.9778, Test: 0.2727
Epoch: 136, Train: 0.9667, Test: 0.2727
Epoch: 137, Train: 0.9667, Test: 0.2727
Epoch: 138, Train: 0.9778, Test: 0.2727
Epoch: 139, Train: 0.9889, Test: 0.2727
Epoch: 140, Train: 0.9889, Test: 0.2727
Epoch: 141, Train: 0.9889, Test: 0.2727
Epoch: 142, Train: 0.9889, Test: 0.2727
Epoch: 143, Train: 0.9889, Test: 0.2727
Epoch: 144, Train: 0.9889, Test: 0.2727
Epoch: 145, Train: 0.9889, Test: 0.2727
Epoch: 146, Train: 0.9889, Test: 0.2727
Epoch: 147, Train: 0.9889, Test: 0.2727
Epoch: 148, Train: 0.9889, Test: 0.2727
Epoch: 149, Train: 0.9889, Test: 0.2727
Epoch: 150, Train: 0.9889, Test: 0.2727
Epoch: 151, Train: 0.9889, Test: 0.2727
Epoch: 152, Train: 0.9889, Test: 0.2727
Epoch: 153, Train: 0.9889, Test: 0.2727
Epoch: 154, Train: 0.9889, Test: 0.2727
Epoch: 155, Train: 0.9889, Test: 0.2727
Epoch: 156, Train: 0.9889, Test: 0.2727
Epoch: 157, Train: 0.9889, Test: 0.2727
Epoch: 158, Train: 0.9889, Test: 0.3636
Epoch: 159, Train: 0.9889, Test: 0.3636
Epoch: 160, Train: 0.9889, Test: 0.3636
Epoch: 161, Train: 0.9889, Test: 0.3636
Epoch: 162, Train: 0.9889, Test: 0.3636
Epoch: 163, Train: 0.9889, Test: 0.3636
Epoch: 164, Train: 0.9889, Test: 0.2727
Epoch: 165, Train: 0.9889, Test: 0.2727
Epoch: 166, Train: 0.9889, Test: 0.3636
Epoch: 167, Train: 0.9889, Test: 0.3636
Epoch: 168, Train: 0.9889, Test: 0.3636
Epoch: 169, Train: 0.9889, Test: 0.3636
Epoch: 170, Train: 0.9889, Test: 0.3636
Epoch: 171, Train: 0.9889, Test: 0.3636
Epoch: 172, Train: 0.9889, Test: 0.2727
Epoch: 173, Train: 0.9889, Test: 0.2727
Epoch: 174, Train: 0.9889, Test: 0.2727
Epoch: 175, Train: 0.9889, Test: 0.2727
Epoch: 176, Train: 0.9889, Test: 0.2727
Epoch: 177, Train: 0.9889, Test: 0.3636
Epoch: 178, Train: 0.9889, Test: 0.3636
Epoch: 179, Train: 0.9889, Test: 0.3636
Epoch: 180, Train: 0.9889, Test: 0.3636
Epoch: 181, Train: 0.9889, Test: 0.3636
Epoch: 182, Train: 0.9889, Test: 0.3636
Epoch: 183, Train: 0.9889, Test: 0.4545
Epoch: 184, Train: 0.9889, Test: 0.4545
Epoch: 185, Train: 0.9889, Test: 0.4545
Epoch: 186, Train: 0.9778, Test: 0.4545
Epoch: 187, Train: 0.9778, Test: 0.4545
Epoch: 188, Train: 0.9778, Test: 0.4545
Epoch: 189, Train: 0.9889, Test: 0.4545
Epoch: 190, Train: 0.9889, Test: 0.4545
Epoch: 191, Train: 0.9889, Test: 0.3636
Epoch: 192, Train: 0.9889, Test: 0.3636
Epoch: 193, Train: 0.9889, Test: 0.3636
Epoch: 194, Train: 0.9889, Test: 0.3636
Epoch: 195, Train: 0.9778, Test: 0.3636
Epoch: 196, Train: 0.9778, Test: 0.3636
Epoch: 197, Train: 0.9778, Test: 0.3636
Epoch: 198, Train: 0.9889, Test: 0.3636
Epoch: 199, Train: 0.9889, Test: 0.3636
Epoch: 200, Train: 0.9889, Test: 0.3636
