Epoch: 001, Train: 0.1667, Test: 0.1831
Epoch: 002, Train: 0.2333, Test: 0.1408
Epoch: 003, Train: 0.3000, Test: 0.1268
Epoch: 004, Train: 0.4333, Test: 0.1127
Epoch: 005, Train: 0.4333, Test: 0.1549
Epoch: 006, Train: 0.4667, Test: 0.1831
Epoch: 007, Train: 0.5333, Test: 0.2394
Epoch: 008, Train: 0.5667, Test: 0.2535
Epoch: 009, Train: 0.6000, Test: 0.2676
Epoch: 010, Train: 0.6333, Test: 0.2676
Epoch: 011, Train: 0.7333, Test: 0.2817
Epoch: 012, Train: 0.7333, Test: 0.2817
Epoch: 013, Train: 0.7333, Test: 0.2958
Epoch: 014, Train: 0.7333, Test: 0.2676
Epoch: 015, Train: 0.7333, Test: 0.2676
Epoch: 016, Train: 0.7667, Test: 0.2817
Epoch: 017, Train: 0.7667, Test: 0.2817
Epoch: 018, Train: 0.7667, Test: 0.3239
Epoch: 019, Train: 0.8333, Test: 0.3099
Epoch: 020, Train: 0.8000, Test: 0.3099
Epoch: 021, Train: 0.8000, Test: 0.3239
Epoch: 022, Train: 0.8333, Test: 0.3099
Epoch: 023, Train: 0.8333, Test: 0.3099
Epoch: 024, Train: 0.8667, Test: 0.3099
Epoch: 025, Train: 0.8667, Test: 0.3099
Epoch: 026, Train: 0.8667, Test: 0.3099
Epoch: 027, Train: 0.8333, Test: 0.3239
Epoch: 028, Train: 0.8333, Test: 0.3380
Epoch: 029, Train: 0.8333, Test: 0.3239
Epoch: 030, Train: 0.8333, Test: 0.3380
Epoch: 031, Train: 0.8333, Test: 0.3239
Epoch: 032, Train: 0.8333, Test: 0.3380
Epoch: 033, Train: 0.8333, Test: 0.3380
Epoch: 034, Train: 0.8333, Test: 0.3521
Epoch: 035, Train: 0.8333, Test: 0.3521
Epoch: 036, Train: 0.8333, Test: 0.3380
Epoch: 037, Train: 0.9000, Test: 0.3239
Epoch: 038, Train: 0.9000, Test: 0.3239
Epoch: 039, Train: 0.9333, Test: 0.3239
Epoch: 040, Train: 0.9333, Test: 0.3380
Epoch: 041, Train: 0.9333, Test: 0.3521
Epoch: 042, Train: 0.9000, Test: 0.3521
Epoch: 043, Train: 0.9000, Test: 0.3380
Epoch: 044, Train: 0.9333, Test: 0.3380
Epoch: 045, Train: 0.9333, Test: 0.3521
Epoch: 046, Train: 0.9000, Test: 0.3521
Epoch: 047, Train: 0.9000, Test: 0.3662
Epoch: 048, Train: 0.9000, Test: 0.3521
Epoch: 049, Train: 0.9000, Test: 0.3521
Epoch: 050, Train: 0.9000, Test: 0.3521
Epoch: 051, Train: 0.9000, Test: 0.3662
Epoch: 052, Train: 0.9333, Test: 0.3803
Epoch: 053, Train: 0.9333, Test: 0.3662
Epoch: 054, Train: 0.9667, Test: 0.3662
Epoch: 055, Train: 1.0000, Test: 0.3521
Epoch: 056, Train: 1.0000, Test: 0.3521
Epoch: 057, Train: 1.0000, Test: 0.3662
Epoch: 058, Train: 1.0000, Test: 0.3662
Epoch: 059, Train: 1.0000, Test: 0.3521
Epoch: 060, Train: 1.0000, Test: 0.3662
Epoch: 061, Train: 1.0000, Test: 0.3803
Epoch: 062, Train: 1.0000, Test: 0.3803
Epoch: 063, Train: 1.0000, Test: 0.3803
Epoch: 064, Train: 1.0000, Test: 0.3662
Epoch: 065, Train: 1.0000, Test: 0.3662
Epoch: 066, Train: 1.0000, Test: 0.3521
Epoch: 067, Train: 1.0000, Test: 0.3239
Epoch: 068, Train: 1.0000, Test: 0.3239
Epoch: 069, Train: 1.0000, Test: 0.3099
Epoch: 070, Train: 1.0000, Test: 0.3099
Epoch: 071, Train: 1.0000, Test: 0.3239
Epoch: 072, Train: 1.0000, Test: 0.3239
Epoch: 073, Train: 1.0000, Test: 0.3239
Epoch: 074, Train: 1.0000, Test: 0.3099
Epoch: 075, Train: 1.0000, Test: 0.3521
Epoch: 076, Train: 1.0000, Test: 0.3521
Epoch: 077, Train: 1.0000, Test: 0.3239
Epoch: 078, Train: 1.0000, Test: 0.3239
Epoch: 079, Train: 1.0000, Test: 0.3239
Epoch: 080, Train: 1.0000, Test: 0.3239
Epoch: 081, Train: 1.0000, Test: 0.3239
Epoch: 082, Train: 1.0000, Test: 0.3380
Epoch: 083, Train: 1.0000, Test: 0.3380
Epoch: 084, Train: 1.0000, Test: 0.3521
Epoch: 085, Train: 1.0000, Test: 0.3521
Epoch: 086, Train: 1.0000, Test: 0.3662
Epoch: 087, Train: 1.0000, Test: 0.3521
Epoch: 088, Train: 1.0000, Test: 0.3521
Epoch: 089, Train: 1.0000, Test: 0.3521
Epoch: 090, Train: 1.0000, Test: 0.3380
Epoch: 091, Train: 1.0000, Test: 0.2958
Epoch: 092, Train: 1.0000, Test: 0.2958
Epoch: 093, Train: 1.0000, Test: 0.2958
Epoch: 094, Train: 1.0000, Test: 0.3099
Epoch: 095, Train: 1.0000, Test: 0.3099
Epoch: 096, Train: 1.0000, Test: 0.3099
Epoch: 097, Train: 1.0000, Test: 0.3099
Epoch: 098, Train: 1.0000, Test: 0.3099
Epoch: 099, Train: 1.0000, Test: 0.3099
Epoch: 100, Train: 1.0000, Test: 0.3099
Epoch: 101, Train: 1.0000, Test: 0.3099
Epoch: 102, Train: 1.0000, Test: 0.3099
Epoch: 103, Train: 1.0000, Test: 0.2958
Epoch: 104, Train: 1.0000, Test: 0.3099
Epoch: 105, Train: 1.0000, Test: 0.3099
Epoch: 106, Train: 1.0000, Test: 0.3099
Epoch: 107, Train: 1.0000, Test: 0.3099
Epoch: 108, Train: 1.0000, Test: 0.2958
Epoch: 109, Train: 1.0000, Test: 0.2958
Epoch: 110, Train: 1.0000, Test: 0.2958
Epoch: 111, Train: 1.0000, Test: 0.2958
Epoch: 112, Train: 1.0000, Test: 0.2958
Epoch: 113, Train: 1.0000, Test: 0.2817
Epoch: 114, Train: 1.0000, Test: 0.2817
Epoch: 115, Train: 1.0000, Test: 0.2817
Epoch: 116, Train: 1.0000, Test: 0.2958
Epoch: 117, Train: 1.0000, Test: 0.2958
Epoch: 118, Train: 1.0000, Test: 0.3099
Epoch: 119, Train: 1.0000, Test: 0.3239
Epoch: 120, Train: 1.0000, Test: 0.3239
Epoch: 121, Train: 1.0000, Test: 0.3239
Epoch: 122, Train: 1.0000, Test: 0.3099
Epoch: 123, Train: 1.0000, Test: 0.3239
Epoch: 124, Train: 1.0000, Test: 0.3099
Epoch: 125, Train: 1.0000, Test: 0.2958
Epoch: 126, Train: 1.0000, Test: 0.2958
Epoch: 127, Train: 1.0000, Test: 0.2958
Epoch: 128, Train: 1.0000, Test: 0.3099
Epoch: 129, Train: 1.0000, Test: 0.2958
Epoch: 130, Train: 1.0000, Test: 0.2958
Epoch: 131, Train: 1.0000, Test: 0.2817
Epoch: 132, Train: 1.0000, Test: 0.2817
Epoch: 133, Train: 1.0000, Test: 0.2958
Epoch: 134, Train: 1.0000, Test: 0.2958
Epoch: 135, Train: 1.0000, Test: 0.2958
Epoch: 136, Train: 1.0000, Test: 0.2958
Epoch: 137, Train: 1.0000, Test: 0.2958
Epoch: 138, Train: 1.0000, Test: 0.2958
Epoch: 139, Train: 1.0000, Test: 0.2958
Epoch: 140, Train: 1.0000, Test: 0.2958
Epoch: 141, Train: 1.0000, Test: 0.2817
Epoch: 142, Train: 1.0000, Test: 0.2817
Epoch: 143, Train: 1.0000, Test: 0.2817
Epoch: 144, Train: 1.0000, Test: 0.2676
Epoch: 145, Train: 1.0000, Test: 0.2676
Epoch: 146, Train: 1.0000, Test: 0.2394
Epoch: 147, Train: 1.0000, Test: 0.2394
Epoch: 148, Train: 1.0000, Test: 0.2394
Epoch: 149, Train: 1.0000, Test: 0.2535
Epoch: 150, Train: 1.0000, Test: 0.2535
Epoch: 151, Train: 1.0000, Test: 0.2535
Epoch: 152, Train: 1.0000, Test: 0.2535
Epoch: 153, Train: 1.0000, Test: 0.2535
Epoch: 154, Train: 1.0000, Test: 0.2535
Epoch: 155, Train: 1.0000, Test: 0.2535
Epoch: 156, Train: 1.0000, Test: 0.2676
Epoch: 157, Train: 1.0000, Test: 0.2817
Epoch: 158, Train: 1.0000, Test: 0.2958
Epoch: 159, Train: 1.0000, Test: 0.2958
Epoch: 160, Train: 1.0000, Test: 0.2958
Epoch: 161, Train: 1.0000, Test: 0.2958
Epoch: 162, Train: 1.0000, Test: 0.2958
Epoch: 163, Train: 1.0000, Test: 0.3099
Epoch: 164, Train: 1.0000, Test: 0.3099
Epoch: 165, Train: 1.0000, Test: 0.3099
Epoch: 166, Train: 1.0000, Test: 0.2958
Epoch: 167, Train: 1.0000, Test: 0.2958
Epoch: 168, Train: 1.0000, Test: 0.2958
Epoch: 169, Train: 1.0000, Test: 0.2958
Epoch: 170, Train: 1.0000, Test: 0.2958
Epoch: 171, Train: 1.0000, Test: 0.2958
Epoch: 172, Train: 1.0000, Test: 0.2958
Epoch: 173, Train: 1.0000, Test: 0.2817
Epoch: 174, Train: 1.0000, Test: 0.2817
Epoch: 175, Train: 1.0000, Test: 0.2817
Epoch: 176, Train: 1.0000, Test: 0.2817
Epoch: 177, Train: 1.0000, Test: 0.2817
Epoch: 178, Train: 1.0000, Test: 0.2817
Epoch: 179, Train: 1.0000, Test: 0.2676
Epoch: 180, Train: 1.0000, Test: 0.2676
Epoch: 181, Train: 1.0000, Test: 0.2676
Epoch: 182, Train: 1.0000, Test: 0.2676
Epoch: 183, Train: 1.0000, Test: 0.2676
Epoch: 184, Train: 1.0000, Test: 0.2676
Epoch: 185, Train: 1.0000, Test: 0.2535
Epoch: 186, Train: 1.0000, Test: 0.2535
Epoch: 187, Train: 1.0000, Test: 0.2676
Epoch: 188, Train: 1.0000, Test: 0.2676
Epoch: 189, Train: 1.0000, Test: 0.2676
Epoch: 190, Train: 1.0000, Test: 0.2676
Epoch: 191, Train: 1.0000, Test: 0.2676
Epoch: 192, Train: 1.0000, Test: 0.2676
Epoch: 193, Train: 1.0000, Test: 0.2676
Epoch: 194, Train: 1.0000, Test: 0.2817
Epoch: 195, Train: 1.0000, Test: 0.2817
Epoch: 196, Train: 1.0000, Test: 0.2817
Epoch: 197, Train: 1.0000, Test: 0.2817
Epoch: 198, Train: 1.0000, Test: 0.2817
Epoch: 199, Train: 1.0000, Test: 0.2817
Epoch: 200, Train: 1.0000, Test: 0.2817
